"검색문구","상태","위도","경도","검색결과주소","OSM종류","OSM_ID","오류"
"대한민국 인천광역시 제물포구 연안동","OK","37.4521981","126.5941411","연안동, 제물포구, 인천광역시, 대한민국","relation","7854698",""
"대한민국 인천광역시 제물포구 율목동","OK","37.4700935","126.6350444","율목동, 제물포구, 인천광역시, 22319, 대한민국","relation","7854703",""
"대한민국 인천광역시 제물포구 화수동","OK","37.4824887","126.6320161","화수동, 화수1·화평동, 제물포구, 인천광역시, 22516, 대한민국","node","415154836",""
"대한민국 인천광역시 제물포구 화평동","OK","37.4792400","126.6308200","화평동, 화수1·화평동, 제물포구, 인천광역시, 22549, 대한민국","node","415154864",""
"대한민국 충청남도 아산 도고면","OK","36.7573924","126.8895814","도고면, 아산시, 충청남도, 31550, 대한민국","node","415159936",""
"대한민국 충청남도 아산 둔포면","OK","36.9158923","127.0383651","둔포면, 아산시, 충청남도, 31405, 대한민국","node","415158046",""
"대한민국 충청남도 아산 배방읍","OK","36.7656300","127.0662549","배방읍, 아산시, 충청남도, 31487, 대한민국","node","415157947",""
"대한민국 충청남도 아산 선장면","OK","36.7945000","126.8693900","선장면, 아산시, 충청남도, 31546, 대한민국","node","415157804",""
"대한민국 충청남도 아산 송악면","OK","36.7305737","127.0097967","송악면, 아산시, 충청남도, 31557, 대한민국","node","415159960",""
"대한민국 충청남도 아산 신창면","OK","36.7908700","126.9341100","신창면, 아산시, 충청남도, 31536, 대한민국","node","415157875",""
"대한민국 충청남도 아산 염치읍","OK","36.8200300","126.9862700","염치읍, 아산시, 충청남도, 31445, 대한민국","node","415157897",""
"대한민국 충청남도 아산 영인면","OK","36.8808400","126.9578000","영인면, 아산시, 충청남도, 31425, 대한민국","node","415157861",""
"대한민국 충청남도 아산 온양동","NOT_FOUND","","","","","",""
"대한민국 충청남도 아산 음봉면","OK","36.8595400","127.0495500","음봉면, 아산시, 충청남도, 31413, 대한민국","node","415158048",""
"대한민국 충청남도 아산 인주면","OK","36.8637000","126.8923500","인주면, 아산시, 충청남도, 31434, 대한민국","node","415157784",""
"대한민국 충청남도 아산 탕정면","OK","36.8093757","127.0686422","탕정면, 아산시, 충청남도, 31454, 대한민국","node","415157939",""
"대한민국 충청남도 천안 광덕면","OK","36.6809200","127.1072000","광덕면, 천안시, 충청남도, 31221, 대한민국","node","415160074",""
"대한민국 충청남도 천안 동면","OK","36.7835300","127.3637700","동면, 천안시, 충청남도, 31258, 대한민국","node","415157591",""
"대한민국 충청남도 천안 목천읍","OK","36.7843300","127.2149200","목천읍, 천안시, 충청남도, 31233, 대한민국","node","415158150",""
"대한민국 충청남도 천안 문성동","OK","36.8109640","127.1503014","문성동 행정복지센터, 15, 문화로, 문화동, 동남구, 천안시, 충청남도, 31128, 대한민국","way","199110029",""
"대한민국 충청남도 천안 백석동","OK","36.8242631","127.1178826","백석동, 서북구, 천안시, 충청남도, 대한민국","relation","2484259",""
"대한민국 충청남도 천안 병천면","OK","36.7827400","127.3109500","병천면, 천안시, 충청남도, 31254, 대한민국","node","415157586",""
"대한민국 충청남도 천안 봉명동","OK","36.8065649","127.1373904","봉명동, 동남구, 천안시, 충청남도, 대한민국","relation","2508099",""
"대한민국 충청남도 천안 부성동","NOT_FOUND","","","","","",""
"대한민국 충청남도 천안 북면","OK","36.8242200","127.2689100","북면, 천안시, 충청남도, 31238, 대한민국","node","415157578",""
"대한민국 충청남도 천안 불당동","OK","36.8119683","127.1089675","불당동, 서북구, 천안시, 충청남도, 대한민국","relation","2484262",""
"대한민국 충청남도 천안 성거읍","OK","36.8780677","127.1975680","성거읍, 서북구, 천안시, 충청남도, 대한민국","relation","2561572",""
"대한민국 충청남도 천안 성남면","OK","36.7355600","127.2358000","성남면, 천안시, 충청남도, 31245, 대한민국","node","415160095",""
"대한민국 충청남도 천안 성정동","OK","36.8175265","127.1412257","성정동, 성정1동, 서북구, 천안시, 충청남도, 31142, 대한민국","node","4682896869",""
"대한민국 충청남도 천안 성환읍","OK","36.9158842","127.1251269","성환읍, 서북구, 천안시, 충청남도, 대한민국","relation","2733843",""
"대한민국 충청남도 천안 수신면","OK","36.7256400","127.2837600","수신면, 천안시, 충청남도, 31251, 대한민국","node","415159679",""
"대한민국 충청남도 천안 신방동","OK","36.7840779","127.1253344","신방동, 동남구, 천안시, 충청남도, 31178, 대한민국","node","415157952",""
"대한민국 충청남도 천안 신안동","OK","36.8173807","127.1604107","신안동 행정복지센터, 16-6, 신부3길, 신부동, 동남구, 천안시, 충청남도, 31125, 대한민국","way","795652308",""
"대한민국 충청남도 천안 쌍용동","OK","36.8025052","127.1325712","쌍용동, 동남구, 천안시, 충청남도, 대한민국","relation","2508095",""
"대한민국 충청남도 천안 원성동","OK","36.8090900","127.1609600","원성동, 동남구, 천안시, 충청남도, 31127, 대한민국","node","415157966",""
"대한민국 충청남도 천안 일봉동","OK","36.8009985","127.1419924","일봉동 행정복지센터, 48, 신용로, 다가동, 동남구, 천안시, 충청남도, 31154, 대한민국","way","815634376",""
"대한민국 충청남도 천안 입장면","OK","36.9078420","127.2231241","입장면, 서북구, 천안시, 충청남도, 대한민국","relation","2733858",""
"대한민국 충청남도 천안 중앙동","OK","36.8000473","127.1525799","중앙동 행정복지센터, 17, 원성천1길, 영성동, 동남구, 천안시, 충청남도, 31131, 대한민국","way","816888873",""
"대한민국 충청남도 천안 직산읍","OK","36.8781020","127.1489664","직산읍, 서북구, 천안시, 충청남도, 대한민국","relation","2728930",""
"대한민국 충청남도 천안 청룡동","OK","36.7860806","127.1567320","청룡동 행정복지센터, 99, 청수14로, 청당동, 동남구, 천안시, 충청남도, 31198, 대한민국","way","479990337",""
"대한민국 충청남도 천안 풍세면","OK","36.7384900","127.1250000","풍세면, 천안시, 충청남도, 31216, 대한민국","node","415160068",""
